cluster_id	protein_count	taxon_count	GO_domain_ids	GO_domain_description	IPR_domain_ids	IPR_domain_description	Pfam_domain_ids	Pfam_domain_description
OG0010339	3	3	GO:0022857;GO:0055085	transmembrane transporter activity ;transmembrane transport 	IPR011701	Family Major facilitator superfamily	PF07690	Major Facilitator Superfamily
OG0010340	3	3	GO:0003677;GO:0006351;GO:0008270	DNA binding ;DNA-templated transcription ;zinc ion binding 	IPR007219	Domain Transcription factor domain, fungi	PF04082	Fungal specific transcription factor domain 
OG0010341	3	2	GO:0004499;GO:0050660;GO:0050661	N,N-dimethylaniline monooxygenase activity ;flavin adenine dinucleotide binding ;NADP binding 	IPR020946	Family Flavin monooxygenase-like	PF00743	Flavin-binding monooxygenase-like
OG0010342	3	3	None	None	IPR001753	Family Enoyl-CoA hydratase/isomerase	PF00378	Enoyl-CoA hydratase/isomerase
OG0010343	3	3	GO:0000981;GO:0006355;GO:0008270	DNA-binding transcription factor activity, RNA polymerase II-specific ;regulation of DNA-templated transcription ;zinc ion binding 	IPR001138	Domain Zn(2)Cys(6) fungal-type DNA-binding domain	PF00172	Fungal Zn(2)-Cys(6) binuclear cluster domain
OG0010344	3	3	None	None	None	None	None	None
OG0010345	3	3	None	None	None	None	None	None
OG0010346	3	3	None	None	None	None	None	None
OG0010347	3	2	GO:0016020;GO:0055085	membrane ;transmembrane transport 	IPR004841	Domain Amino acid permease/ SLC12A domain	PF00324	Amino acid permease
OG0010348	3	3	GO:0003677;GO:0006351;GO:0008270	DNA binding ;DNA-templated transcription ;zinc ion binding 	IPR007219	Domain Transcription factor domain, fungi	PF04082	Fungal specific transcription factor domain 
OG0010349	3	3	None	None	None	None	None	None
OG0010350	3	3	GO:0015969	guanosine tetraphosphate metabolic process 	IPR007685;IPR007111	Domain RelA/SpoT;Domain NACHT nucleoside triphosphatase	PF04607;PF05729	Region found in RelA / SpoT proteins;NACHT domain
OG0010351	3	3	None	None	None	None	None	None
OG0010352	3	3	GO:0016020;GO:0022857;GO:0055085	membrane ;transmembrane transporter activity ;transmembrane transport 	IPR005828	Family Major facilitator, sugar transporter-like	PF00083	Sugar (and other) transporter
OG0010353	3	3	GO:0016020;GO:0022857;GO:0055085	membrane ;transmembrane transporter activity ;transmembrane transport 	IPR005828	Family Major facilitator, sugar transporter-like	PF00083	Sugar (and other) transporter
OG0010354	3	3	GO:0004497;GO:0005506;GO:0016705;GO:0020037	monooxygenase activity ;iron ion binding ;oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen ;heme binding 	IPR001128	Family Cytochrome P450	PF00067	Cytochrome P450
OG0010355	3	3	GO:0016491	oxidoreductase activity 	IPR009799	Domain EthD domain	PF07110	EthD domain
OG0010356	3	3	GO:0008484	sulfuric ester hydrolase activity 	IPR000917	Domain Sulfatase, N-terminal	PF00884	Sulfatase
OG0010357	3	3	GO:0016020;GO:0022857;GO:0055085	membrane ;transmembrane transporter activity ;transmembrane transport 	IPR005828	Family Major facilitator, sugar transporter-like	PF00083	Sugar (and other) transporter
OG0010358	3	3	None	None	IPR023210	Domain NADP-dependent oxidoreductase domain	PF00248	Aldo/keto reductase family
OG0010359	3	3	None	None	IPR013097	Domain Stress responsive alpha-beta barrel	PF07876	Stress responsive A/B Barrel Domain
OG0010360	3	3	None	None	IPR005624	Family Corrinoid adenosyltransferase PduO/GlcC-like	PF03928	Haem degrading protein HbpS-like
OG0010361	3	3	GO:0016627	oxidoreductase activity, acting on the CH-CH group of donors 	IPR009075;IPR006091	Domain Acyl-CoA dehydrogenase/oxidase, C-terminal;Domain Acyl-CoA oxidase/dehydrogenase, middle domain	PF00441;PF02770	Acyl-CoA dehydrogenase, C-terminal domain;Acyl-CoA dehydrogenase, middle domain
OG0010362	3	3	None	None	None	None	None	None
OG0010363	3	3	None	None	IPR018996	Domain Man1/Src1-like, C-terminal	PF09402	Man1-Src1p-C-terminal domain
OG0010364	3	3	None	None	None	None	None	None
OG0010365	3	3	None	None	None	None	None	None
OG0010366	3	3	None	None	None	None	None	None
OG0010367	3	3	None	None	IPR039461	Family Peptidase family M49	PF03571	Peptidase family M49
OG0010368	3	3	None	None	None	None	None	None
OG0010369	3	3	None	None	IPR008427	Domain Extracellular membrane protein, CFEM domain	PF05730	CFEM domain
OG0010370	3	3	GO:0016787	hydrolase activity 	IPR006680	Domain Amidohydrolase-related	PF01979	Amidohydrolase family
OG0010371	3	3	None	None	None	None	None	None
OG0010372	3	3	None	None	None	None	None	None
OG0010373	3	3	None	None	None	None	None	None
OG0010374	3	3	GO:0016020;GO:0022857;GO:0055085	membrane ;transmembrane transporter activity ;transmembrane transport 	IPR005828	Family Major facilitator, sugar transporter-like	PF00083	Sugar (and other) transporter
OG0010375	3	3	GO:0022857;GO:0055085	transmembrane transporter activity ;transmembrane transport 	IPR010619;IPR024528	Domain Threonine/serine exporter-like, N-terminal domain;Domain Threonine/Serine exporter, ThrE	PF06738;PF12821	Putative threonine/serine exporter;Threonine/Serine exporter, ThrE
OG0010376	3	3	GO:0003677;GO:0006351;GO:0008270;GO:0000981;GO:0006355	DNA binding ;DNA-templated transcription ;zinc ion binding ;DNA-binding transcription factor activity, RNA polymerase II-specific ;regulation of DNA-templated transcription 	IPR007219;IPR001138	Domain Transcription factor domain, fungi;Domain Zn(2)Cys(6) fungal-type DNA-binding domain	PF04082;PF00172	Fungal specific transcription factor domain ;Fungal Zn(2)-Cys(6) binuclear cluster domain
OG0010377	3	3	None	None	None	None	PF02065	Melibiase
OG0010378	3	3	GO:0016020;GO:0022857;GO:0055085	membrane ;transmembrane transporter activity ;transmembrane transport 	IPR005828	Family Major facilitator, sugar transporter-like	PF00083	Sugar (and other) transporter
OG0010379	3	3	None	None	IPR002347	Family Short-chain dehydrogenase/reductase SDR	PF00106	short chain dehydrogenase
OG0010380	3	3	None	None	IPR000326	Domain Phosphatidic acid phosphatase type 2/haloperoxidase	PF01569	PAP2 superfamily
OG0010381	3	3	None	None	None	None	None	None
OG0010382	3	3	GO:0004553;GO:0005975	hydrolase activity, hydrolyzing O-glycosyl compounds ;carbohydrate metabolic process 	IPR006710;IPR041542	Family Glycoside hydrolase, family 43;Domain Beta-xylosidase, C-terminal Concanavalin A-like domain	PF04616;PF17851	Glycosyl hydrolases family 43;Beta xylosidase C-terminal Concanavalin A-like domain 
OG0010383	3	3	None	None	None	None	None	None
OG0010384	3	3	None	None	None	None	None	None
OG0010385	3	3	None	None	IPR000073	Domain Alpha/beta hydrolase fold-1	PF12697;PF00561	Alpha/beta hydrolase family;alpha/beta hydrolase fold
OG0010386	3	3	None	None	IPR046530	Domain Copper acquisition factor BIM1-like domain	PF20238	Copper acquisition factor BIM1-like
OG0010387	3	2	None	None	None	None	None	None
OG0010388	3	3	None	None	IPR026891	Domain Fibronectin type III-like domain	PF14310	Fibronectin type III-like domain
OG0010389	3	3	None	None	None	None	None	None
OG0010390	3	3	None	None	None	None	None	None
OG0010391	3	3	None	None	None	None	None	None
OG0010392	3	3	None	None	IPR005545	Domain YCII-related	PF03795	YCII-related domain
OG0010393	3	3	GO:0003677;GO:0006351;GO:0008270;GO:0000981;GO:0006355	DNA binding ;DNA-templated transcription ;zinc ion binding ;DNA-binding transcription factor activity, RNA polymerase II-specific ;regulation of DNA-templated transcription 	IPR007219;IPR001138	Domain Transcription factor domain, fungi;Domain Zn(2)Cys(6) fungal-type DNA-binding domain	PF04082;PF00172	Fungal specific transcription factor domain ;Fungal Zn(2)-Cys(6) binuclear cluster domain
OG0010394	3	3	None	None	None	None	None	None
OG0010395	3	3	GO:0016020;GO:0055085	membrane ;transmembrane transport 	IPR004837	Domain Sodium/calcium exchanger membrane region	PF01699	Sodium/calcium exchanger protein
OG0010396	3	3	None	None	None	None	None	None
OG0010397	3	3	None	None	None	None	None	None
OG0010398	3	3	None	None	None	None	None	None
OG0010399	3	3	None	None	None	None	None	None
OG0010400	3	3	None	None	None	None	None	None
OG0010401	3	3	None	None	None	None	None	None
OG0010402	3	3	None	None	IPR018306	Domain Bacteriophage T5, Orf172 DNA-binding	PF10544	T5orf172 domain
OG0010403	3	3	None	None	IPR046670	Family Protein of unknown function DUF6540	PF20174	Family of unknown function (DUF6540)
OG0010404	3	3	GO:0004672;GO:0005524;GO:0006468	protein kinase activity ;ATP binding ;protein phosphorylation 	IPR000719	Domain Protein kinase domain	PF00069	Protein kinase domain
OG0010405	3	3	None	None	None	None	None	None
OG0010406	3	3	None	None	None	None	None	None
OG0010407	3	3	None	None	None	None	None	None
OG0010408	3	3	None	None	None	None	None	None
OG0010409	3	3	None	None	None	None	None	None
OG0010410	3	3	None	None	None	None	None	None
OG0010411	3	3	None	None	None	None	None	None
OG0010412	3	3	None	None	None	None	None	None
OG0010413	3	3	None	None	None	None	None	None
OG0010414	3	3	None	None	IPR031359	Domain NWD NACHT-NTPase, N-terminal	PF17100	N-terminal domain of NWD NACHT-NTPase
OG0010415	3	3	None	None	IPR023210	Domain NADP-dependent oxidoreductase domain	PF00248	Aldo/keto reductase family
OG0010416	3	1	GO:0071949	FAD binding 	IPR002938	Domain FAD-binding domain	PF01494	FAD binding domain
OG0010417	3	1	GO:0005515;GO:0016020;GO:0030001;GO:0046873;GO:0055085	protein binding ;membrane ;metal ion transport ;metal ion transmembrane transporter activity ;transmembrane transport 	IPR002110;IPR002523	Repeat Ankyrin repeat;Family Mg2+ transporter protein, CorA-like/Zinc transport protein ZntB	PF12796;PF13857;PF01544;PF13637	Ankyrin repeats (3 copies);Ankyrin repeats (many copies);CorA-like Mg2+ transporter protein;Ankyrin repeats (many copies)
OG0010418	3	3	None	None	None	None	None	None
OG0010419	3	1	None	None	IPR008427	Domain Extracellular membrane protein, CFEM domain	PF05730	CFEM domain
OG0010420	3	3	None	None	None	None	None	None
OG0010421	3	3	None	None	None	None	None	None
OG0010422	3	3	None	None	None	None	None	None
OG0010423	3	3	None	None	IPR001030	Domain Aconitase/3-isopropylmalate dehydratase large subunit, alpha/beta/alpha domain	PF00330	Aconitase family (aconitate hydratase)
OG0010424	3	3	GO:0005515	protein binding 	IPR002110	Repeat Ankyrin repeat	PF12796;PF13606	Ankyrin repeats (3 copies);Ankyrin repeat
OG0010425	3	3	None	None	None	None	None	None
OG0010426	3	3	None	None	IPR002575	Domain Aminoglycoside phosphotransferase	PF01636	Phosphotransferase enzyme family
OG0010427	3	3	None	None	IPR002347	Family Short-chain dehydrogenase/reductase SDR	PF00106	short chain dehydrogenase
OG0010428	3	2	None	None	IPR013332;IPR013752	Domain Ketopantoate reductase, N-terminal domain;Domain Ketopantoate reductase, C-terminal domain	PF02558;PF08546	Ketopantoate reductase PanE/ApbA;Ketopantoate reductase PanE/ApbA C terminal
OG0010429	3	3	None	None	None	None	None	None
OG0010430	3	3	None	None	None	None	None	None
OG0010431	3	3	None	None	IPR021858	Family Fungal transcription factor	PF11951	Fungal specific transcription factor domain
OG0010432	3	3	None	None	None	None	None	None
OG0010433	3	2	GO:0016020;GO:0022857;GO:0055085	membrane ;transmembrane transporter activity ;transmembrane transport 	IPR005828	Family Major facilitator, sugar transporter-like	PF00083	Sugar (and other) transporter
OG0010434	3	2	None	None	None	None	None	None
OG0010435	3	3	None	None	None	None	None	None
OG0010436	3	2	GO:0043531	ADP binding 	IPR002182	Domain NB-ARC	PF00931	NB-ARC domain
OG0010437	3	2	None	None	IPR002575	Domain Aminoglycoside phosphotransferase	PF01636	Phosphotransferase enzyme family
OG0010438	3	3	GO:0000981;GO:0006355;GO:0008270	DNA-binding transcription factor activity, RNA polymerase II-specific ;regulation of DNA-templated transcription ;zinc ion binding 	IPR021858;IPR001138	Family Fungal transcription factor;Domain Zn(2)Cys(6) fungal-type DNA-binding domain	PF11951;PF00172	Fungal specific transcription factor domain;Fungal Zn(2)-Cys(6) binuclear cluster domain
OG0010439	3	3	None	None	IPR023631	Domain Amidase signature domain	PF01425	Amidase
OG0010440	3	3	None	None	IPR045793	Family PcRGLX/YetA-like	PF19501	PcRGLX-like N-terminal RIFT barrel domain
OG0010441	3	3	GO:0043531	ADP binding 	IPR002182	Domain NB-ARC	PF00931;PF13424	NB-ARC domain;Tetratricopeptide repeat
OG0010442	3	3	None	None	None	None	None	None
OG0010443	3	2	None	None	IPR022190	Family Protein of unknown function DUF3716	PF12511	Protein of unknown function (DUF3716) 
OG0010444	3	3	None	None	None	None	None	None
OG0010445	3	3	None	None	None	None	None	None
OG0010446	3	3	GO:0003677	DNA binding 	IPR024061	Domain NDT80 DNA-binding domain	PF05224	NDT80 / PhoG like DNA-binding  family
OG0010447	3	3	GO:0005524;GO:0005975;GO:0016773	ATP binding ;carbohydrate metabolic process ;phosphotransferase activity, alcohol group as acceptor 	IPR022673;IPR022672	Domain Hexokinase, C-terminal;Domain Hexokinase, N-terminal	PF03727;PF00349	Hexokinase;Hexokinase
OG0010448	3	3	GO:0016787	hydrolase activity 	IPR006680	Domain Amidohydrolase-related	PF01979	Amidohydrolase family
OG0010449	3	3	None	None	IPR046676	Family Protein of unknown function DUF6546	PF20183	Family of unknown function (DUF6546)
OG0010450	3	3	None	None	None	None	None	None
OG0010451	3	2	None	None	None	None	PF13489	Methyltransferase domain
OG0010452	3	3	None	None	None	None	None	None
OG0010453	3	3	GO:0005975	carbohydrate metabolic process 	IPR001223	Domain Glycoside hydrolase family 18, catalytic domain	PF00704	Glycosyl hydrolases family 18
OG0010454	3	3	None	None	None	None	None	None
OG0010455	3	3	None	None	IPR013238	Domain RNA polymerase III, subunit Rpc25	PF08292	RNA polymerase III subunit Rpc25
OG0010456	3	3	None	None	None	None	None	None
OG0010457	3	3	GO:0005515	protein binding 	IPR002110	Repeat Ankyrin repeat	PF12796	Ankyrin repeats (3 copies)
OG0010458	3	3	None	None	None	None	None	None
OG0010459	3	3	GO:0016787	hydrolase activity 	IPR013094	Domain Alpha/beta hydrolase fold-3	PF07859	alpha/beta hydrolase fold
OG0010460	3	2	GO:0003677;GO:0006351;GO:0008270	DNA binding ;DNA-templated transcription ;zinc ion binding 	IPR007219	Domain Transcription factor domain, fungi	PF04082	Fungal specific transcription factor domain 
OG0010461	3	3	None	None	None	None	None	None
OG0010462	3	3	None	None	None	None	None	None
OG0010463	3	3	GO:0016491	oxidoreductase activity 	IPR009799	Domain EthD domain	PF07110	EthD domain
OG0010464	3	3	None	None	None	None	None	None
OG0010465	3	3	GO:0003677;GO:0006351;GO:0008270	DNA binding ;DNA-templated transcription ;zinc ion binding 	IPR007219	Domain Transcription factor domain, fungi	PF04082	Fungal specific transcription factor domain 
OG0010466	3	3	None	None	None	None	None	None
OG0010467	3	3	None	None	None	None	None	None
OG0010468	3	3	None	None	None	None	None	None
OG0010469	3	3	None	None	None	None	None	None
OG0010470	3	3	GO:0022857;GO:0055085	transmembrane transporter activity ;transmembrane transport 	IPR011701	Family Major facilitator superfamily	PF07690	Major Facilitator Superfamily
OG0010471	3	3	None	None	IPR002018	Domain Carboxylesterase, type B	PF00135	Carboxylesterase family
OG0010472	3	3	GO:0004497;GO:0005506;GO:0016705;GO:0020037	monooxygenase activity ;iron ion binding ;oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen ;heme binding 	IPR001128	Family Cytochrome P450	PF00067	Cytochrome P450
OG0010473	3	3	GO:0000981;GO:0003677;GO:0006351;GO:0006355;GO:0008270	DNA-binding transcription factor activity, RNA polymerase II-specific ;DNA binding ;DNA-templated transcription ;regulation of DNA-templated transcription ;zinc ion binding 	IPR007219;IPR001138	Domain Transcription factor domain, fungi;Domain Zn(2)Cys(6) fungal-type DNA-binding domain	PF04082;PF00172	Fungal specific transcription factor domain ;Fungal Zn(2)-Cys(6) binuclear cluster domain
OG0010474	3	3	GO:0022857;GO:0055085	transmembrane transporter activity ;transmembrane transport 	IPR010573	Family Major facilitator transporter Str1/Tri12-like	PF06609	Fungal trichothecene efflux pump (TRI12)
OG0010475	3	3	GO:0016747	acyltransferase activity, transferring groups other than amino-acyl groups 	IPR000182	Domain GNAT domain	PF00583	Acetyltransferase (GNAT) family
OG0010476	3	3	None	None	None	None	None	None
OG0010477	3	3	None	None	None	None	None	None
OG0010478	3	3	None	None	IPR046486	Family Protein of unknown function DUF6579	PF20219	Family of unknown function (DUF6579)
OG0010479	3	3	None	None	None	None	None	None
OG0010480	3	2	GO:0022857;GO:0055085	transmembrane transporter activity ;transmembrane transport 	IPR011701	Family Major facilitator superfamily	PF07690	Major Facilitator Superfamily
OG0010481	3	2	None	None	None	None	None	None
OG0010482	3	3	None	None	None	None	None	None
OG0010483	3	3	None	None	None	None	None	None
OG0010484	3	3	GO:0016020;GO:0055085	membrane ;transmembrane transport 	IPR004695	Family Transporter protein SLAC1/Mae1/ Ssu1/TehA	PF03595	Voltage-dependent anion channel
OG0010485	3	3	None	None	IPR046536	Family Protein of unknown function DUF6601	PF20246	Family of unknown function (DUF6601)
OG0010486	3	2	None	None	None	None	None	None
OG0010487	3	3	None	None	None	None	None	None
OG0010488	3	3	None	None	IPR013149;IPR013154	Domain Alcohol dehydrogenase-like, C-terminal;Domain Alcohol dehydrogenase-like, N-terminal	PF00107;PF08240	Zinc-binding dehydrogenase;Alcohol dehydrogenase GroES-like domain
OG0010489	3	3	None	None	None	None	None	None
OG0010490	3	3	None	None	None	None	None	None
OG0010491	3	3	None	None	None	None	None	None
OG0010492	3	3	GO:0000981;GO:0003677;GO:0006351;GO:0006355;GO:0008270	DNA-binding transcription factor activity, RNA polymerase II-specific ;DNA binding ;DNA-templated transcription ;regulation of DNA-templated transcription ;zinc ion binding 	IPR001138;IPR007219	Domain Zn(2)Cys(6) fungal-type DNA-binding domain;Domain Transcription factor domain, fungi	PF00172;PF04082	Fungal Zn(2)-Cys(6) binuclear cluster domain;Fungal specific transcription factor domain 
OG0010493	3	3	None	None	None	None	None	None
OG0010494	3	3	GO:0005515	protein binding 	IPR002110	Repeat Ankyrin repeat	PF12796;PF13637;PF00023;PF13606	Ankyrin repeats (3 copies);Ankyrin repeats (many copies);Ankyrin repeat;Ankyrin repeat
OG0010495	3	2	GO:0022857;GO:0055085	transmembrane transporter activity ;transmembrane transport 	IPR011701	Family Major facilitator superfamily	PF07690	Major Facilitator Superfamily
OG0010496	3	3	None	None	None	None	None	None
OG0010497	3	3	None	None	None	None	None	None
OG0010498	3	3	None	None	None	None	None	None
OG0010499	3	3	GO:0005515	protein binding 	IPR001680;IPR007111	Repeat WD40 repeat;Domain NACHT nucleoside triphosphatase	PF00400;PF13424;PF13374;PF05729	WD domain, G-beta repeat;Tetratricopeptide repeat;Tetratricopeptide repeat;NACHT domain
OG0010500	3	3	None	None	None	None	None	None
OG0010501	3	3	None	None	None	None	None	None
OG0010502	3	2	GO:0003677;GO:0006351;GO:0008270	DNA binding ;DNA-templated transcription ;zinc ion binding 	IPR007219	Domain Transcription factor domain, fungi	PF04082	Fungal specific transcription factor domain 
OG0010503	3	2	None	None	None	None	None	None
OG0010504	3	3	None	None	None	None	None	None
OG0010505	3	3	None	None	None	None	None	None
OG0010506	3	1	None	None	None	None	None	None
OG0010507	3	2	None	None	None	None	None	None
OG0010508	3	3	None	None	None	None	None	None
OG0010509	3	3	None	None	None	None	None	None
OG0010510	3	3	None	None	None	None	None	None
OG0010511	3	3	None	None	None	None	None	None
OG0010512	3	3	None	None	None	None	None	None
OG0010513	3	3	GO:0003677;GO:0006351;GO:0006807;GO:0008270;GO:0036361	DNA binding ;DNA-templated transcription ;N/A;zinc ion binding ;racemase activity, acting on amino acids and derivatives 	IPR015942;IPR007219	Family Asp/Glu/hydantoin racemase;Domain Transcription factor domain, fungi	PF01177;PF04082	Asp/Glu/Hydantoin racemase;Fungal specific transcription factor domain 
OG0010514	3	3	None	None	None	None	None	None
OG0010515	3	3	None	None	None	None	None	None
OG0010516	3	3	None	None	None	None	None	None
OG0010517	3	3	None	None	IPR014942	Family Nucleotidyl transferase AbiEii toxin, Type IV TA system	PF08843	Nucleotidyl transferase AbiEii toxin, Type IV TA system
OG0010518	3	3	None	None	None	None	None	None
OG0010519	3	3	None	None	None	None	None	None
OG0010520	3	3	None	None	None	None	None	None
OG0010521	3	3	None	None	None	None	None	None
OG0010522	3	3	None	None	None	None	None	None
OG0010523	3	1	None	None	None	None	None	None
OG0010524	3	3	GO:0004842	ubiquitin-protein transferase activity 	IPR000569	Domain HECT domain	PF00632	HECT-domain (ubiquitin-transferase)
OG0010525	3	3	None	None	None	None	None	None
OG0010526	3	3	GO:0016747	acyltransferase activity, transferring groups other than amino-acyl groups 	IPR000182	Domain GNAT domain	PF00583	Acetyltransferase (GNAT) family
OG0010527	3	3	GO:0003676	nucleic acid binding 	IPR000467;IPR001374	Domain G-patch domain;Domain R3H domain	PF01585;PF01424	G-patch domain;R3H domain
OG0010528	3	3	GO:0016020;GO:0022857;GO:0055085	membrane ;transmembrane transporter activity ;transmembrane transport 	IPR005828	Family Major facilitator, sugar transporter-like	PF00083	Sugar (and other) transporter
OG0010529	3	3	None	None	IPR015069	Domain 2H-phosphodiesterase-like, Domain of unknown function DUF1868	PF08975	Domain of unknown function (DUF1868)
OG0010530	3	2	None	None	None	None	None	None
OG0010531	3	3	GO:0004497;GO:0005506;GO:0016705;GO:0020037	monooxygenase activity ;iron ion binding ;oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen ;heme binding 	IPR001128	Family Cytochrome P450	PF00067	Cytochrome P450
OG0010532	3	1	None	None	None	None	None	None
OG0010533	3	1	None	None	None	None	None	None
OG0010534	3	2	None	None	None	None	None	None
OG0010535	3	3	GO:0003676;GO:0008270	nucleic acid binding ;zinc ion binding 	IPR001878	Domain Zinc finger, CCHC-type	PF00098	Zinc knuckle
OG0010536	3	1	None	None	None	None	None	None
OG0010537	3	3	None	None	None	None	None	None
OG0010538	3	2	None	None	None	None	None	None
OG0010539	3	3	None	None	None	None	None	None
OG0010540	3	2	None	None	None	None	None	None
OG0010541	3	2	None	None	None	None	None	None
OG0010542	3	1	None	None	None	None	None	None
OG0010543	3	1	None	None	None	None	None	None
OG0010544	3	1	None	None	None	None	None	None
OG0010545	3	1	GO:0003676;GO:0008270	nucleic acid binding ;zinc ion binding 	IPR001878	Domain Zinc finger, CCHC-type	PF00098	Zinc knuckle
OG0010546	3	1	None	None	None	None	None	None
OG0010547	3	3	None	None	IPR000408	Repeat Regulator of chromosome condensation, RCC1	PF00415;PF13540	Regulator of chromosome condensation (RCC1) repeat;Regulator of chromosome condensation (RCC1) repeat
OG0010548	3	3	None	None	None	None	None	None
OG0010549	3	3	None	None	None	None	None	None
OG0010550	3	3	GO:0016702	oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen 	IPR004294	Family Carotenoid oxygenase	PF03055	Retinal pigment epithelial membrane protein
OG0010551	3	3	None	None	None	None	None	None
OG0010552	3	3	None	None	None	None	None	None
OG0010553	3	3	GO:0022857;GO:0055085	transmembrane transporter activity ;transmembrane transport 	IPR011701	Family Major facilitator superfamily	PF07690	Major Facilitator Superfamily
OG0010554	3	3	None	None	None	None	None	None
OG0010555	3	2	GO:0016787;GO:0008239	hydrolase activity ;dipeptidyl-peptidase activity 	IPR000383;IPR013736	Domain Xaa-Pro dipeptidyl-peptidase-like domain;Domain Xaa-Pro dipeptidyl-peptidase, C-terminal	PF02129;PF08530	X-Pro dipeptidyl-peptidase (S15 family);X-Pro dipeptidyl-peptidase C-terminal non-catalytic domain
OG0010556	3	2	GO:0016491	oxidoreductase activity 	IPR006076	Domain FAD dependent oxidoreductase	PF01266	FAD dependent oxidoreductase
OG0010557	3	3	None	None	None	None	None	None
OG0010558	3	3	GO:0022857;GO:0055085	transmembrane transporter activity ;transmembrane transport 	IPR011701	Family Major facilitator superfamily	PF07690	Major Facilitator Superfamily
OG0010559	3	2	None	None	None	None	None	None
OG0010560	3	2	None	None	None	None	None	None
OG0010561	3	3	None	None	IPR021858	Family Fungal transcription factor	PF11951	Fungal specific transcription factor domain
OG0010562	3	3	GO:0000981;GO:0003677;GO:0006351;GO:0006355;GO:0008270	DNA-binding transcription factor activity, RNA polymerase II-specific ;DNA binding ;DNA-templated transcription ;regulation of DNA-templated transcription ;zinc ion binding 	IPR007219;IPR001138	Domain Transcription factor domain, fungi;Domain Zn(2)Cys(6) fungal-type DNA-binding domain	PF04082;PF00172	Fungal specific transcription factor domain ;Fungal Zn(2)-Cys(6) binuclear cluster domain
OG0010563	3	3	None	None	None	None	None	None
OG0010564	3	3	GO:0016407	acetyltransferase activity 	IPR001451;IPR024688	Repeat Hexapeptide repeat;Domain Maltose/galactoside acetyltransferase domain	PF14602;PF12464	Hexapeptide repeat of succinyl-transferase;Maltose acetyltransferase hexapeptide capping motif
OG0010565	3	3	GO:0005975;GO:0008270;GO:0016832	carbohydrate metabolic process ;zinc ion binding ;aldehyde-lyase activity 	IPR000771	Family Fructose-bisphosphate aldolase, class-II	PF01116	Fructose-bisphosphate aldolase class-II
OG0010566	3	3	None	None	IPR008579	Domain (S)-ureidoglycine aminohydrolase, cupin domain	PF05899	EutQ-like cupin domain
OG0010567	3	3	GO:0016787	hydrolase activity 	IPR004843	Domain Calcineurin-like phosphoesterase domain, ApaH type	PF00149	Calcineurin-like phosphoesterase
OG0010568	3	3	None	None	None	None	None	None
OG0010569	3	3	GO:0000981;GO:0006355;GO:0008270	DNA-binding transcription factor activity, RNA polymerase II-specific ;regulation of DNA-templated transcription ;zinc ion binding 	IPR001138	Domain Zn(2)Cys(6) fungal-type DNA-binding domain	PF00172	Fungal Zn(2)-Cys(6) binuclear cluster domain
OG0010570	3	3	None	None	None	None	None	None
OG0010571	3	3	None	None	None	None	None	None
OG0010572	3	3	GO:0016020;GO:0022857;GO:0055085	membrane ;transmembrane transporter activity ;transmembrane transport 	IPR005828	Family Major facilitator, sugar transporter-like	PF00083	Sugar (and other) transporter
OG0010573	3	3	None	None	None	None	None	None
OG0010574	3	3	GO:0010181;GO:0016491	FMN binding ;oxidoreductase activity 	IPR008254;IPR003097;IPR001433	Domain Flavodoxin/nitric oxide synthase;Domain Sulfite reductase [NADPH] flavoprotein alpha-component-like, FAD-binding;Domain Oxidoreductase FAD/NAD(P)-binding	PF00258;PF00667;PF00175	Flavodoxin;FAD binding domain;Oxidoreductase NAD-binding domain 
OG0010575	3	3	GO:0000166	nucleotide binding 	IPR000683;IPR004104	Domain Gfo/Idh/MocA-like oxidoreductase, N-terminal;Domain Gfo/Idh/MocA-like oxidoreductase, C-terminal	PF01408;PF02894	Oxidoreductase family, NAD-binding Rossmann fold;Oxidoreductase family, C-terminal alpha/beta domain
OG0010576	3	3	None	None	None	None	None	None
OG0010577	3	3	None	None	None	None	None	None
OG0010578	3	3	None	None	None	None	None	None
OG0010579	3	3	None	None	None	None	None	None
OG0010580	3	3	None	None	None	None	None	None
OG0010581	3	2	None	None	None	None	None	None
OG0010582	3	3	GO:0022857;GO:0055085	transmembrane transporter activity ;transmembrane transport 	IPR011701	Family Major facilitator superfamily	PF07690	Major Facilitator Superfamily
OG0010583	3	3	GO:0016829	lyase activity 	IPR002220	Family DapA-like	PF00701	Dihydrodipicolinate synthetase family
OG0010584	3	3	None	None	IPR013097	Domain Stress responsive alpha-beta barrel	PF07876	Stress responsive A/B Barrel Domain
OG0010585	3	3	GO:0022857;GO:0055085	transmembrane transporter activity ;transmembrane transport 	IPR011701	Family Major facilitator superfamily	PF07690	Major Facilitator Superfamily
OG0010586	3	3	None	None	IPR001279	Domain Metallo-beta-lactamase	PF00753	Metallo-beta-lactamase superfamily
OG0010587	3	3	None	None	None	None	None	None
OG0010588	3	3	None	None	IPR001279	Domain Metallo-beta-lactamase	PF00753	Metallo-beta-lactamase superfamily
