cluster_id	change_node43	GO_domain_ids	GO_domain_description	IPR_domain_ids	IPR_domain_description	Pfam_domain_ids	Pfam_domain_description
OG0009072	-1	None	None	IPR025702	Family Aliphatic aldoxime/phenylacetaldoxime dehydratase	PF13816	Haem-containing dehydratase
OG0009073	-1	GO:0022857;GO:0055085	transmembrane transporter activity ;transmembrane transport 	IPR011701	Family Major facilitator superfamily	PF07690	Major Facilitator Superfamily
OG0009074	-1	None	None	IPR032504	Domain Domain of unknown function DUF4978	PF16349	Domain of unknown function (DUF4978)
OG0009075	-1	GO:0008270;GO:0000981;GO:0006355;GO:0003677;GO:0006351	zinc ion binding ;DNA-binding transcription factor activity, RNA polymerase II-specific ;regulation of DNA-templated transcription ;DNA binding ;DNA-templated transcription 	IPR001138;IPR007219	Domain Zn(2)Cys(6) fungal-type DNA-binding domain;Domain Transcription factor domain, fungi	PF00172;PF04082	Fungal Zn(2)-Cys(6) binuclear cluster domain;Fungal specific transcription factor domain 
OG0009077	-1	None	None	None	None	None	None
OG0009078	-1	GO:0004650;GO:0005975	polygalacturonase activity ;carbohydrate metabolic process 	IPR000743	Family Glycoside hydrolase, family 28	PF00295	Glycosyl hydrolases family 28
OG0009079	-1	GO:0004553;GO:0005975	hydrolase activity, hydrolyzing O-glycosyl compounds ;carbohydrate metabolic process 	IPR015883;IPR015882	Domain Glycoside hydrolase family 20, catalytic domain;Domain Beta-hexosaminidase, bacterial type, N-terminal	PF00728;PF02838	Glycosyl hydrolase family 20, catalytic domain;Glycosyl hydrolase family 20, domain 2
OG0009081	-1	GO:0005975;GO:0016853	carbohydrate metabolic process ;isomerase activity 	IPR003500	Family Sugar-phosphate isomerase, RpiB/LacA/LacB family	PF02502	Ribose/Galactose Isomerase
OG0009082	-1	GO:0000981;GO:0006355;GO:0008270	DNA-binding transcription factor activity, RNA polymerase II-specific ;regulation of DNA-templated transcription ;zinc ion binding 	IPR021858;IPR001138	Family Fungal transcription factor;Domain Zn(2)Cys(6) fungal-type DNA-binding domain	PF11951;PF00172	Fungal specific transcription factor domain;Fungal Zn(2)-Cys(6) binuclear cluster domain
OG0009086	-1	None	None	None	None	None	None
OG0009097	-1	None	None	IPR013830	Domain SGNH hydrolase-type esterase domain	PF13472	GDSL-like Lipase/Acylhydrolase family
OG0009105	-1	GO:0004812;GO:0005524;GO:0043039;GO:0000166;GO:0005737;GO:0006418	aminoacyl-tRNA ligase activity ;ATP binding ;tRNA aminoacylation ;nucleotide binding ;cytoplasm ;tRNA aminoacylation for protein translation 	IPR020058;IPR020059	Domain Glutamyl/glutaminyl-tRNA synthetase, class Ib, catalytic domain;Domain Glutamyl/glutaminyl-tRNA synthetase, class Ib, anti-codon binding domain	PF00749;PF03950	tRNA synthetases class I (E and Q), catalytic domain;tRNA synthetases class I (E and Q), anti-codon binding domain
OG0009108	-1	GO:0022857;GO:0055085	transmembrane transporter activity ;transmembrane transport 	IPR011701	Family Major facilitator superfamily	PF07690	Major Facilitator Superfamily
OG0009109	-1	GO:0016787	hydrolase activity 	IPR006680	Domain Amidohydrolase-related	PF04909	Amidohydrolase
OG0009111	-1	None	None	None	None	None	None
OG0009112	-1	None	None	None	None	None	None
OG0009113	-1	None	None	None	None	PF13561	Enoyl-(Acyl carrier protein) reductase
OG0009114	-1	None	None	None	None	PF13561	Enoyl-(Acyl carrier protein) reductase
OG0009115	-1	None	None	IPR027796	Family OTT_1508-like deaminase	PF14441	OTT_1508-like deaminase
OG0009116	-1	GO:0003676;GO:0004523	nucleic acid binding ;RNA-DNA hybrid ribonuclease activity 	IPR002156	Domain Ribonuclease H domain	PF00075	RNase H
OG0009117	-1	GO:0016787	hydrolase activity 	IPR006680	Domain Amidohydrolase-related	PF04909	Amidohydrolase
OG0009118	-1	GO:0035673	oligopeptide transmembrane transporter activity 	IPR004813	Family Oligopeptide transporter, OPT superfamily	PF03169	OPT oligopeptide transporter protein
OG0009119	-1	None	None	None	None	None	None
OG0009120	-1	GO:0016491	oxidoreductase activity 	IPR013112;IPR013121;IPR013130	Domain FAD-binding 8;Domain Ferric reductase, NAD binding domain;Domain Ferric reductase transmembrane component-like domain	PF08022;PF08030;PF01794	FAD-binding domain;Ferric reductase NAD binding domain;Ferric reductase like transmembrane component
OG0009121	-1	None	None	None	None	None	None
OG0009123	-1	GO:0000981;GO:0006355;GO:0008270	DNA-binding transcription factor activity, RNA polymerase II-specific ;regulation of DNA-templated transcription ;zinc ion binding 	IPR001138	Domain Zn(2)Cys(6) fungal-type DNA-binding domain	PF00172	Fungal Zn(2)-Cys(6) binuclear cluster domain
OG0009124	-1	GO:0022857;GO:0055085;GO:0016020	transmembrane transporter activity ;transmembrane transport ;membrane 	IPR005828	Family Major facilitator, sugar transporter-like	PF00083	Sugar (and other) transporter
OG0009125	-1	None	None	IPR013149;IPR013154	Domain Alcohol dehydrogenase-like, C-terminal;Domain Alcohol dehydrogenase-like, N-terminal	PF00107;PF08240	Zinc-binding dehydrogenase;Alcohol dehydrogenase GroES-like domain
OG0009136	-1	GO:0016787	hydrolase activity 	IPR006680	Domain Amidohydrolase-related	PF01979	Amidohydrolase family
OG0009138	-1	None	None	None	None	None	None
OG0009139	-1	None	None	None	None	PF13561	Enoyl-(Acyl carrier protein) reductase
OG0009159	-1	None	None	None	None	None	None
OG0009160	-1	None	None	IPR002347;IPR002539	Family Short-chain dehydrogenase/reductase SDR;Domain MaoC-like dehydratase domain	PF00106;PF01575	short chain dehydrogenase;MaoC like domain
OG0009161	-1	None	None	IPR010905	Family Glycosyl hydrolase, family 88	PF07470	Glycosyl Hydrolase Family 88
OG0009162	-1	None	None	None	None	None	None
OG0009163	-1	None	None	None	None	None	None
OG0009164	-1	None	None	IPR011118	Family Tannase/feruloyl esterase	PF07519	Tannase and feruloyl esterase
OG0009165	-1	GO:0016788	hydrolase activity, acting on ester bonds 	IPR001087	Family GDSL lipase/esterase	PF00657	GDSL-like Lipase/Acylhydrolase
OG0009166	-1	GO:0006508;GO:0008236	proteolysis ;serine-type peptidase activity 	IPR001375	Domain Peptidase S9, prolyl oligopeptidase, catalytic domain	PF00326	Prolyl oligopeptidase family
OG0009167	-1	None	None	IPR013830	Domain SGNH hydrolase-type esterase domain	PF13472	GDSL-like Lipase/Acylhydrolase family
OG0009168	-1	None	None	None	None	None	None
OG0009169	-1	None	None	IPR018466	Domain Yeast cell wall synthesis Kre9/Knh1-like, N-terminal	PF10342	Kre9/KNH-like N-terminal Ig-like domain
OG0009170	-1	None	None	None	None	None	None
OG0009171	-1	None	None	IPR031330;IPR025300	Domain Glycoside hydrolase 35, catalytic domain;Domain Beta-galactosidase jelly roll domain	PF01301;PF13364	Glycosyl hydrolases family 35;Beta-galactosidase second all-beta domain
OG0009172	-1	None	None	IPR029498	Domain Prion-inhibition and propagation, HeLo domain	PF14479	Prion-inhibition and propagation
OG0009174	-1	None	None	IPR031359	Domain NWD NACHT-NTPase, N-terminal	PF17100	N-terminal domain of NWD NACHT-NTPase
OG0009175	-1	GO:0016020;GO:0022857;GO:0055085	membrane ;transmembrane transporter activity ;transmembrane transport 	IPR005828	Family Major facilitator, sugar transporter-like	PF00083	Sugar (and other) transporter
OG0009176	-1	GO:0016491	oxidoreductase activity 	IPR023753	Domain FAD/NAD(P)-binding domain	PF07992	Pyridine nucleotide-disulphide oxidoreductase
OG0009177	-1	None	None	None	None	None	None
OG0009178	-1	None	None	None	None	PF13561	Enoyl-(Acyl carrier protein) reductase
OG0009179	-1	None	None	IPR018392	Domain LysM domain	PF01476	LysM domain
OG0009180	-1	None	None	IPR002018	Domain Carboxylesterase, type B	PF00135	Carboxylesterase family
OG0009181	-1	GO:0016020;GO:0022857;GO:0055085	membrane ;transmembrane transporter activity ;transmembrane transport 	IPR005828	Family Major facilitator, sugar transporter-like	PF00083	Sugar (and other) transporter
OG0009182	-1	None	None	IPR032719	Family Glycosyltransferase WbsX	PF14307	Glycosyltransferase WbsX
OG0009183	-1	None	None	IPR037401	Domain SnoaL-like domain	PF13577	SnoaL-like domain
OG0009184	-1	GO:0043386	mycotoxin biosynthetic process 	IPR021765	Family Mycotoxin biosynthesis protein UstYa-like	PF11807	Mycotoxin biosynthesis protein UstYa
OG0009185	-1	None	None	None	None	None	None
OG0009186	-1	None	None	IPR002018	Domain Carboxylesterase, type B	PF00135	Carboxylesterase family
OG0009187	-1	None	None	IPR002347	Family Short-chain dehydrogenase/reductase SDR	PF00106;PF13561	short chain dehydrogenase;Enoyl-(Acyl carrier protein) reductase
OG0009188	-1	None	None	None	None	None	None
OG0009189	-1	None	None	IPR010839;IPR025496	Family Acyclic terpene utilisation;Family Protein of unknown function DUF4387	PF07287;PF14330	Acyclic terpene utilisation family protein AtuA;Domain of unknown function (DUF4387)
OG0009190	-1	None	None	None	None	None	None
OG0009192	-1	None	None	IPR026992;IPR044861	Domain Non-haem dioxygenase N-terminal domain;Domain Isopenicillin N synthase-like, Fe(2+) 2OG dioxygenase domain	PF14226;PF03171	non-haem dioxygenase in morphine synthesis N-terminal;2OG-Fe(II) oxygenase superfamily
OG0009193	-1	GO:0005515	protein binding 	IPR002110	Repeat Ankyrin repeat	PF12796	Ankyrin repeats (3 copies)
OG0009194	-1	GO:0003677;GO:0006351;GO:0008270;GO:0000981;GO:0006355	DNA binding ;DNA-templated transcription ;zinc ion binding ;DNA-binding transcription factor activity, RNA polymerase II-specific ;regulation of DNA-templated transcription 	IPR007219;IPR001138	Domain Transcription factor domain, fungi;Domain Zn(2)Cys(6) fungal-type DNA-binding domain	PF04082;PF00172	Fungal specific transcription factor domain ;Fungal Zn(2)-Cys(6) binuclear cluster domain
OG0009195	-1	None	None	None	None	None	None
OG0009196	-1	None	None	IPR000073	Domain Alpha/beta hydrolase fold-1	PF12697	Alpha/beta hydrolase family
OG0009197	-1	None	None	None	None	PF13561	Enoyl-(Acyl carrier protein) reductase
OG0009198	-1	GO:0003824	catalytic activity 	IPR005000	Domain HpcH/HpaI aldolase/citrate lyase domain	PF03328	HpcH/HpaI aldolase/citrate lyase family
OG0009199	-1	GO:0050660	flavin adenine dinucleotide binding 	IPR006094	Domain FAD linked oxidase, N-terminal	PF01565	FAD binding domain 
OG0009200	-1	GO:0016787	hydrolase activity 	IPR004843	Domain Calcineurin-like phosphoesterase domain, ApaH type	PF00149	Calcineurin-like phosphoesterase
OG0009202	-1	GO:0044237	cellular metabolic process 	IPR000649	Family Initiation factor 2B-related	PF01008	Initiation factor 2 subunit family
OG0009203	-1	GO:0006629	lipid metabolic process 	IPR002641	Domain Patatin-like phospholipase domain	PF01734	Patatin-like phospholipase
OG0009204	-1	None	None	IPR002347	Family Short-chain dehydrogenase/reductase SDR	PF00106	short chain dehydrogenase
OG0009205	-1	GO:0016491;GO:0050661;GO:0051287	oxidoreductase activity ;NADP binding ;NAD binding 	IPR015590;IPR006115;IPR029154	Domain Aldehyde dehydrogenase domain;Domain 6-phosphogluconate dehydrogenase, NADP-binding;Domain 3-hydroxyisobutyrate dehydrogenase-like, NAD-binding domain	PF00171;PF03446;PF14833	Aldehyde dehydrogenase family;NAD binding domain of 6-phosphogluconate dehydrogenase;NAD-binding of NADP-dependent 3-hydroxyisobutyrate dehydrogenase
OG0009206	-1	None	None	IPR004045;IPR004046	Domain Glutathione S-transferase, N-terminal;Domain Glutathione S-transferase, C-terminal	PF00043;PF02798	Glutathione S-transferase, C-terminal domain;Glutathione S-transferase, N-terminal domain
OG0009207	-1	None	None	None	None	None	None
OG0009208	-1	GO:0003677;GO:0006351;GO:0008270;GO:0000981;GO:0006355	DNA binding ;DNA-templated transcription ;zinc ion binding ;DNA-binding transcription factor activity, RNA polymerase II-specific ;regulation of DNA-templated transcription 	IPR007219;IPR001138	Domain Transcription factor domain, fungi;Domain Zn(2)Cys(6) fungal-type DNA-binding domain	PF04082;PF00172	Fungal specific transcription factor domain ;Fungal Zn(2)-Cys(6) binuclear cluster domain
OG0009209	-1	None	None	None	None	None	None
OG0009210	-1	GO:0016846	carbon-sulfur lyase activity 	IPR006913	Domain CENP-V/GFA domain	PF04828	Glutathione-dependent formaldehyde-activating enzyme
OG0009211	-1	None	None	IPR018466	Domain Yeast cell wall synthesis Kre9/Knh1-like, N-terminal	PF10342	Kre9/KNH-like N-terminal Ig-like domain
OG0009212	-1	None	None	None	None	None	None
OG0009213	-1	None	None	IPR023210	Domain NADP-dependent oxidoreductase domain	PF00248	Aldo/keto reductase family
OG0009214	-1	None	None	None	None	None	None
OG0009215	-1	None	None	None	None	None	None
OG0009216	-1	GO:0016020;GO:0022857;GO:0055085	membrane ;transmembrane transporter activity ;transmembrane transport 	IPR005828	Family Major facilitator, sugar transporter-like	PF00083	Sugar (and other) transporter
OG0009218	-1	None	None	IPR000073	Domain Alpha/beta hydrolase fold-1	PF00561	alpha/beta hydrolase fold
OG0009220	-1	None	None	None	None	None	None
OG0009221	-1	None	None	IPR031728	Domain Beta-glucuronidase, C-terminal	PF16862	Glycosyl hydrolase family 79 C-terminal beta domain
OG0009222	-1	None	None	None	None	PF13561	Enoyl-(Acyl carrier protein) reductase
OG0009223	-1	None	None	None	None	PF13424;PF13374	Tetratricopeptide repeat;Tetratricopeptide repeat
OG0009224	-1	None	None	IPR004046;IPR004045	Domain Glutathione S-transferase, C-terminal;Domain Glutathione S-transferase, N-terminal	PF00043;PF02798	Glutathione S-transferase, C-terminal domain;Glutathione S-transferase, N-terminal domain
OG0009225	-1	None	None	IPR000073	Domain Alpha/beta hydrolase fold-1	PF12697	Alpha/beta hydrolase family
OG0009226	-1	GO:0004497;GO:0005506;GO:0016705;GO:0020037	monooxygenase activity ;iron ion binding ;oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen ;heme binding 	IPR001128	Family Cytochrome P450	PF00067	Cytochrome P450
OG0009227	-1	None	None	None	None	None	None
OG0009234	-1	None	None	None	None	None	None
OG0009237	-1	None	None	None	None	None	None
OG0009248	-1	GO:0005515	protein binding 	IPR002110	Repeat Ankyrin repeat	PF12796	Ankyrin repeats (3 copies)
OG0009249	-1	GO:0000287;GO:0003824;GO:0030976	magnesium ion binding ;catalytic activity ;thiamine pyrophosphate binding 	IPR012000;IPR011766;IPR012001	Domain Thiamine pyrophosphate enzyme, central domain;Domain Thiamine pyrophosphate enzyme, TPP-binding;Domain Thiamine pyrophosphate enzyme, N-terminal TPP-binding domain	PF00205;PF02775;PF02776	Thiamine pyrophosphate enzyme, central domain;Thiamine pyrophosphate enzyme, C-terminal TPP binding domain;Thiamine pyrophosphate enzyme, N-terminal TPP binding domain
OG0009250	-1	GO:0003824	catalytic activity 	IPR005000	Domain HpcH/HpaI aldolase/citrate lyase domain	PF03328	HpcH/HpaI aldolase/citrate lyase family
OG0009251	-1	None	None	None	None	None	None
OG0009252	-1	None	None	None	None	None	None
OG0009253	-1	None	None	None	None	None	None
OG0009254	-1	None	None	None	None	None	None
OG0009255	-1	GO:0008270;GO:0003677;GO:0006351	zinc ion binding ;DNA binding ;DNA-templated transcription 	IPR007219	Domain Transcription factor domain, fungi	PF04082	Fungal specific transcription factor domain 
OG0009256	-1	None	None	None	None	None	None
OG0009257	-1	None	None	IPR008775	Family Phytanoyl-CoA dioxygenase-like	PF05721	Phytanoyl-CoA dioxygenase (PhyH)
OG0009258	-1	None	None	None	None	None	None
OG0009259	-1	None	None	None	None	None	None
OG0009260	-1	GO:0008270	zinc ion binding 	IPR002867	Domain IBR domain	PF01485	IBR domain, a half RING-finger domain
OG0009261	-1	None	None	IPR021858	Family Fungal transcription factor	PF11951	Fungal specific transcription factor domain
OG0009262	-1	GO:0022857;GO:0055085	transmembrane transporter activity ;transmembrane transport 	IPR011701	Family Major facilitator superfamily	PF07690	Major Facilitator Superfamily
OG0009263	-1	None	None	None	None	None	None
OG0009264	-1	None	None	None	None	None	None
OG0009265	-1	None	None	None	None	None	None
OG0009266	-1	None	None	IPR002575	Domain Aminoglycoside phosphotransferase	PF01636	Phosphotransferase enzyme family
OG0009267	-1	GO:0005524	ATP binding 	IPR005479;IPR005482;IPR000089;IPR003778;IPR003833;IPR005481;IPR023631	Domain Carbamoyl-phosphate synthetase large subunit-like, ATP-binding domain;Domain Biotin carboxylase, C-terminal;Domain Biotin/lipoyl attachment;Domain Carboxyltransferase domain, subdomain A and B;Domain Carboxyltransferase domain, subdomain C and D;Domain Biotin carboxylase-like, N-terminal domain;Domain Amidase signature domain	PF02786;PF02785;PF00364;PF02626;PF02682;PF00289;PF01425	Carbamoyl-phosphate synthase L chain, ATP binding domain;Biotin carboxylase C-terminal domain;Biotin-requiring enzyme;Carboxyltransferase domain, subdomain A and B ;Carboxyltransferase domain, subdomain C and D;Biotin carboxylase, N-terminal domain;Amidase
OG0009274	-1	GO:0005515	protein binding 	IPR001680	Repeat WD40 repeat	PF00400	WD domain, G-beta repeat
OG0009288	-1	GO:0035673	oligopeptide transmembrane transporter activity 	IPR004813	Family Oligopeptide transporter, OPT superfamily	PF03169	OPT oligopeptide transporter protein
OG0009304	-1	None	None	IPR023210	Domain NADP-dependent oxidoreductase domain	PF00248	Aldo/keto reductase family
OG0009309	-1	None	None	None	None	None	None
OG0009312	-1	GO:0004553;GO:0005975	hydrolase activity, hydrolyzing O-glycosyl compounds ;carbohydrate metabolic process 	IPR006710;IPR041542	Family Glycoside hydrolase, family 43;Domain Beta-xylosidase, C-terminal Concanavalin A-like domain	PF04616;PF17851	Glycosyl hydrolases family 43;Beta xylosidase C-terminal Concanavalin A-like domain 
OG0009314	-1	None	None	None	None	None	None
OG0009315	-1	None	None	None	None	None	None
OG0009316	-1	None	None	None	None	None	None
OG0009317	-1	None	None	None	None	None	None
OG0009318	-1	GO:0003677;GO:0006351;GO:0008270	DNA binding ;DNA-templated transcription ;zinc ion binding 	IPR007219	Domain Transcription factor domain, fungi	PF04082	Fungal specific transcription factor domain 
OG0009319	-1	None	None	IPR031924;IPR041437	Family Glycosyl hydrolase family 115;Domain Gylcosyl hydrolase 115 C-terminal domain	PF15979;PF17829	Glycosyl hydrolase family 115;Gylcosyl hydrolase family 115 C-terminal domain
OG0009320	-1	GO:0008270;GO:0003677;GO:0006351	zinc ion binding ;DNA binding ;DNA-templated transcription 	IPR007219	Domain Transcription factor domain, fungi	PF04082	Fungal specific transcription factor domain 
OG0009322	-1	None	None	None	None	None	None
OG0009323	-1	None	None	None	None	None	None
OG0009324	-1	None	None	IPR013830	Domain SGNH hydrolase-type esterase domain	PF13472	GDSL-like Lipase/Acylhydrolase family
OG0009326	-1	GO:0004553;GO:0005975	hydrolase activity, hydrolyzing O-glycosyl compounds ;carbohydrate metabolic process 	IPR000322	Domain Glycoside hydrolase family 31, TIM barrel domain	PF01055	Glycosyl hydrolases family 31 TIM-barrel domain
OG0009327	-1	GO:0016702	oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen 	IPR004294	Family Carotenoid oxygenase	PF03055	Retinal pigment epithelial membrane protein
OG0009328	-1	GO:0003824	catalytic activity 	IPR005000	Domain HpcH/HpaI aldolase/citrate lyase domain	PF03328	HpcH/HpaI aldolase/citrate lyase family
OG0009329	-1	None	None	IPR013149;IPR013154	Domain Alcohol dehydrogenase-like, C-terminal;Domain Alcohol dehydrogenase-like, N-terminal	PF00107;PF08240	Zinc-binding dehydrogenase;Alcohol dehydrogenase GroES-like domain
OG0009330	-1	None	None	IPR023210	Domain NADP-dependent oxidoreductase domain	PF00248	Aldo/keto reductase family
OG0009331	-1	None	None	IPR010730	Domain Heterokaryon incompatibility	PF06985	Heterokaryon incompatibility protein (HET)
OG0009332	-1	None	None	None	None	None	None
OG0009333	-1	GO:0003824;GO:0004334;GO:0009072	catalytic activity ;fumarylacetoacetase activity ;aromatic amino acid metabolic process 	IPR011234;IPR015377	Domain Fumarylacetoacetase-like, C-terminal;Domain Fumarylacetoacetase, N-terminal	PF01557;PF09298	Fumarylacetoacetate (FAA) hydrolase family;Fumarylacetoacetase N-terminal
OG0009334	-1	None	None	None	None	None	None
OG0009335	-1	None	None	None	None	None	None
OG0009336	-1	None	None	None	None	None	None
OG0009337	-1	None	None	None	None	None	None
OG0009340	-1	GO:0004061;GO:0019441	arylformamidase activity ;tryptophan catabolic process to kynurenine 	IPR007325	Family Kynurenine formamidase/cyclase-like	PF04199	Putative cyclase
OG0009341	-1	GO:0022857;GO:0055085	transmembrane transporter activity ;transmembrane transport 	IPR011701	Family Major facilitator superfamily	PF07690	Major Facilitator Superfamily
OG0009342	-1	None	None	None	None	None	None
OG0009343	-1	GO:0043386	mycotoxin biosynthetic process 	IPR021765	Family Mycotoxin biosynthesis protein UstYa-like	PF11807	Mycotoxin biosynthesis protein UstYa
OG0009344	-1	GO:0003677;GO:0006351;GO:0008270	DNA binding ;DNA-templated transcription ;zinc ion binding 	IPR007219	Domain Transcription factor domain, fungi	PF04082	Fungal specific transcription factor domain 
OG0009345	-1	GO:0003677;GO:0006351;GO:0008270;GO:0000981;GO:0006355	DNA binding ;DNA-templated transcription ;zinc ion binding ;DNA-binding transcription factor activity, RNA polymerase II-specific ;regulation of DNA-templated transcription 	IPR007219;IPR001138	Domain Transcription factor domain, fungi;Domain Zn(2)Cys(6) fungal-type DNA-binding domain	PF04082;PF00172	Fungal specific transcription factor domain ;Fungal Zn(2)-Cys(6) binuclear cluster domain
OG0009346	-1	None	None	IPR005545	Domain YCII-related	PF03795	YCII-related domain
OG0009347	-1	None	None	None	None	PF13561	Enoyl-(Acyl carrier protein) reductase
OG0009348	-1	None	None	None	None	None	None
OG0009349	-1	None	None	IPR044861;IPR026992	Domain Isopenicillin N synthase-like, Fe(2+) 2OG dioxygenase domain;Domain Non-haem dioxygenase N-terminal domain	PF03171;PF14226	2OG-Fe(II) oxygenase superfamily;non-haem dioxygenase in morphine synthesis N-terminal
OG0009350	-1	GO:0003677;GO:0006351;GO:0008270	DNA binding ;DNA-templated transcription ;zinc ion binding 	IPR007219	Domain Transcription factor domain, fungi	PF04082	Fungal specific transcription factor domain 
OG0009351	-1	GO:0016020;GO:0022857;GO:0055085	membrane ;transmembrane transporter activity ;transmembrane transport 	IPR005828	Family Major facilitator, sugar transporter-like	PF00083	Sugar (and other) transporter
OG0009352	-1	GO:0071949	FAD binding 	IPR002938	Domain FAD-binding domain	PF01494	FAD binding domain
OG0009353	-1	GO:0008171	O-methyltransferase activity 	IPR001077	Domain O-methyltransferase domain	PF00891	O-methyltransferase domain
OG0009354	-1	GO:0030599;GO:0042545	pectinesterase activity ;cell wall modification 	IPR000070	Domain Pectinesterase, catalytic	PF01095	Pectinesterase
OG0009355	-1	GO:0000981;GO:0006355;GO:0008270	DNA-binding transcription factor activity, RNA polymerase II-specific ;regulation of DNA-templated transcription ;zinc ion binding 	IPR001138;IPR021858	Domain Zn(2)Cys(6) fungal-type DNA-binding domain;Family Fungal transcription factor	PF00172;PF11951	Fungal Zn(2)-Cys(6) binuclear cluster domain;Fungal specific transcription factor domain
OG0009356	-1	None	None	None	None	None	None
OG0009357	-1	GO:0003677;GO:0006351;GO:0008270;GO:0000981;GO:0006355	DNA binding ;DNA-templated transcription ;zinc ion binding ;DNA-binding transcription factor activity, RNA polymerase II-specific ;regulation of DNA-templated transcription 	IPR007219;IPR001138	Domain Transcription factor domain, fungi;Domain Zn(2)Cys(6) fungal-type DNA-binding domain	PF04082;PF00172	Fungal specific transcription factor domain ;Fungal Zn(2)-Cys(6) binuclear cluster domain
OG0009358	-1	None	None	None	None	None	None
OG0009359	-1	GO:0003855;GO:0004764	3-dehydroquinate dehydratase activity ;shikimate 3-dehydrogenase (NADP+) activity 	IPR001381;IPR006151;IPR013708;IPR031322	Family 3-dehydroquinate dehydratase type I;Domain Quinate/shikimate 5-dehydrogenase/glutamyl-tRNA reductase;Domain Shikimate dehydrogenase substrate binding, N-terminal;Family Shikimate kinase/gluconokinase	PF01487;PF01488;PF08501;PF01202	Type I 3-dehydroquinase;Shikimate / quinate 5-dehydrogenase;Shikimate dehydrogenase substrate binding domain;Shikimate kinase
OG0009360	-1	None	None	IPR013022	Domain Xylose isomerase-like, TIM barrel domain	PF01261	Xylose isomerase-like TIM barrel
OG0009361	-1	None	None	IPR037401	Domain SnoaL-like domain	PF13577	SnoaL-like domain
OG0009362	-1	GO:0004764	shikimate 3-dehydrogenase (NADP+) activity 	IPR013708	Domain Shikimate dehydrogenase substrate binding, N-terminal	PF08501	Shikimate dehydrogenase substrate binding domain
OG0009363	-1	GO:0004764	shikimate 3-dehydrogenase (NADP+) activity 	IPR041121;IPR013708;IPR006151	Domain SDH, C-terminal;Domain Shikimate dehydrogenase substrate binding, N-terminal;Domain Quinate/shikimate 5-dehydrogenase/glutamyl-tRNA reductase	PF18317;PF08501;PF01488	Shikimate 5'-dehydrogenase C-terminal domain;Shikimate dehydrogenase substrate binding domain;Shikimate / quinate 5-dehydrogenase
OG0009365	-1	None	None	IPR001509	Domain NAD-dependent epimerase/dehydratase	PF01370	NAD dependent epimerase/dehydratase family
OG0009366	-1	GO:0016020;GO:0022857;GO:0055085	membrane ;transmembrane transporter activity ;transmembrane transport 	IPR005828	Family Major facilitator, sugar transporter-like	PF00083	Sugar (and other) transporter
OG0009369	-1	None	None	None	None	None	None
OG0009370	-1	None	None	None	None	None	None
OG0009371	-1	GO:0004497;GO:0005506;GO:0016705;GO:0020037	monooxygenase activity ;iron ion binding ;oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen ;heme binding 	IPR001128	Family Cytochrome P450	PF00067	Cytochrome P450
OG0009372	-1	GO:0016020;GO:0022857;GO:0055085	membrane ;transmembrane transporter activity ;transmembrane transport 	IPR001248	Family Purine-cytosine permease	PF02133	Permease for cytosine/purines, uracil, thiamine, allantoin
OG0009373	-1	GO:0016846	carbon-sulfur lyase activity 	IPR006913	Domain CENP-V/GFA domain	PF04828	Glutathione-dependent formaldehyde-activating enzyme
OG0009375	-1	GO:0003677;GO:0006351;GO:0008270	DNA binding ;DNA-templated transcription ;zinc ion binding 	IPR007219	Domain Transcription factor domain, fungi	PF04082	Fungal specific transcription factor domain 
OG0009376	-1	GO:0004497;GO:0005506;GO:0016705;GO:0020037	monooxygenase activity ;iron ion binding ;oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen ;heme binding 	IPR001128	Family Cytochrome P450	PF00067	Cytochrome P450
OG0009377	-1	GO:0046373;GO:0046556	L-arabinose metabolic process ;alpha-L-arabinofuranosidase activity 	IPR005193	Family Glycoside hydrolase, family 62, arabinosidase	PF03664	Glycosyl hydrolase family 62 
OG0009378	-1	GO:0043531	ADP binding 	IPR002182	Domain NB-ARC	PF00931	NB-ARC domain
OG0009380	-1	None	None	None	None	None	None
OG0009381	-1	None	None	None	None	None	None
OG0009382	-1	None	None	IPR013658	Domain SMP-30/Gluconolactonase/LRE-like region	PF08450	SMP-30/Gluconolactonase/LRE-like region
OG0009383	-1	GO:0016787	hydrolase activity 	IPR013094	Domain Alpha/beta hydrolase fold-3	PF07859	alpha/beta hydrolase fold
OG0009384	-1	None	None	IPR002347	Family Short-chain dehydrogenase/reductase SDR	PF00106	short chain dehydrogenase
OG0009385	-1	GO:0022857;GO:0055085	transmembrane transporter activity ;transmembrane transport 	IPR010573	Family Major facilitator transporter Str1/Tri12-like	PF06609	Fungal trichothecene efflux pump (TRI12)
OG0009386	-1	None	None	IPR013120;IPR009081;IPR000873	Domain Fatty acyl-coenzyme A reductase-like, NAD-binding domain;Domain Phosphopantetheine binding ACP domain;Domain AMP-dependent synthetase/ligase domain	PF07993;PF00550;PF00501	Male sterility protein;Phosphopantetheine attachment site;AMP-binding enzyme
OG0009387	-1	GO:0022857;GO:0055085	transmembrane transporter activity ;transmembrane transport 	IPR010573	Family Major facilitator transporter Str1/Tri12-like	PF06609	Fungal trichothecene efflux pump (TRI12)
